Sydney,16,20,0,5,0,25,0,75,1000,8,15,No,1
Darwin,16,30,0,5,0,25,0,50,1000,6,30,Yes,0
NorfolkIsland,8,10,0,5,5,25,0,75,1000,6,0,No,0
Darwin,16,20,0,0,0,25,0,75,1000,8,15,Yes,1
Sydney,8,20,0,5,5,50,0,25,1000,4,15,No,1
Sydney,8,20,0,0,10,50,25,25,1000,4,15,No,1
Sydney,16,20,0,5,0,25,0,50,1000,6,15,No,0
Melbourne,8,20,0,5,0,75,25,25,1000,6,15,No,0
NorfolkIsland,16,20,0,0,5,25,0,50,1000,2,15,No,0
Melbourne,0,10,0,0,0,25,0,50,1000,4,0,Yes,1
Darwin,24,30,0,5,5,25,0,50,1000,2,30,No,0
Melbourne,24,30,0,15,0,50,25,25,1000,6,30,No,0
Portland,8,20,0,0,5,0,0,50,1000,4,15,No,0
Darwin,16,30,0,0,10,25,0,25,1000,6,15,No,0
Portland,8,10,0,0,5,25,0,50,1000,6,15,Yes,0
NorfolkIsland,8,10,0,0,0,75,50,75,1000,8,15,Yes,1
Sydney,8,10,0,0,0,25,0,75,1025,6,0,Yes,1
Melbourne,0,10,0,0,0,25,0,25,1000,6,0,No,0
NorfolkIsland,16,20,0,5,5,25,0,50,1000,2,15,No,0
Sydney,16,20,0,5,10,25,0,50,1000,4,15,Yes,0
Sydney,8,20,0,0,10,25,0,25,1000,2,15,No,0
Darwin,24,30,0,0,0,25,0,50,1000,6,30,No,1
Portland,8,10,0,0,10,25,0,50,1000,0,15,No,0
Portland,8,10,0,5,5,50,25,50,1000,8,0,Yes,0
Melbourne,16,30,0,10,5,25,0,0,1000,6,30,No,0
Melbourne,16,20,0,5,5,25,0,50,1000,6,15,No,0
Portland,8,10,0,0,0,0,0,75,1000,6,0,Yes,1
Melbourne,8,10,0,0,0,25,0,50,1000,6,15,Yes,0
Portland,8,10,0,0,0,25,0,75,1000,8,0,Yes,1
Darwin,16,30,0,5,10,50,0,0,1000,6,30,No,0
Sydney,16,20,0,5,10,25,0,50,1000,2,15,No,0
Darwin,16,30,0,0,10,25,0,50,1000,2,30,No,0
Melbourne,8,10,0,5,5,50,25,25,1000,6,15,No,0
Darwin,16,30,0,5,10,25,0,25,1000,2,30,No,0
NorfolkIsland,16,20,25,0,0,50,25,75,1000,8,15,Yes,1
Darwin,24,30,0,0,10,25,0,25,1000,4,30,No,1
Darwin,16,30,0,5,10,50,25,25,1000,2,30,No,0
NorfolkIsland,16,20,0,5,10,25,0,50,1000,4,15,No,0
Melbourne,8,10,0,0,5,25,25,25,1000,6,15,No,0
Portland,8,10,0,0,5,25,0,50,1000,6,15,Yes,0
Sydney,8,20,0,0,0,0,0,50,1000,4,15,Yes,0
Sydney,8,20,0,0,5,25,0,50,1025,6,15,Yes,0
Portland,8,10,0,0,0,50,25,50,1000,8,0,No,0
Melbourne,8,30,0,5,10,25,25,25,1000,2,15,No,0
Darwin,16,30,0,5,10,25,0,50,1000,0,30,No,0
Darwin,16,30,0,5,10,25,0,25,1000,2,30,No,0
Sydney,8,10,0,0,0,0,0,50,1000,8,15,No,0
Portland,0,10,0,0,0,25,0,50,1000,6,0,Yes,1
Melbourne,8,10,0,5,0,75,0,75,1000,6,0,No,1
NorfolkIsland,16,20,0,5,0,25,0,75,1000,6,15,No,1
Portland,8,10,0,0,10,25,0,50,1000,2,15,No,0
Melbourne,16,30,0,10,5,50,0,25,1000,6,30,No,1
Portland,8,10,0,0,5,25,0,75,1025,8,0,No,0
NorfolkIsland,8,20,0,0,5,25,0,50,1000,6,15,Yes,0
Darwin,16,30,0,5,5,25,0,25,1000,6,30,No,0
Sydney,8,10,0,0,5,50,25,25,1000,0,15,No,0
NorfolkIsland,16,20,0,0,0,25,0,50,1000,6,15,No,0
Sydney,8,20,0,0,5,0,0,50,1000,2,15,No,0
Sydney,16,20,0,0,5,25,0,50,1000,0,15,No,1
Sydney,16,20,0,5,5,25,0,25,1000,2,15,No,0
Sydney,8,10,0,0,5,25,0,50,1025,6,15,No,0
Portland,8,10,0,0,0,50,0,50,1025,6,0,Yes,0
NorfolkIsland,8,20,0,5,10,25,0,50,1000,4,15,No,0
Darwin,24,30,0,5,5,50,0,50,1000,4,30,No,1
Darwin,16,30,0,5,10,25,0,25,1000,0,15,No,0
NorfolkIsland,8,10,0,0,5,50,0,50,1000,4,15,No,1
NorfolkIsland,16,20,0,0,5,25,0,50,1000,4,15,No,0
NorfolkIsland,8,10,0,5,10,25,0,50,1000,2,15,No,0
Portland,0,10,0,0,0,25,0,50,1000,4,0,Yes,0
Sydney,8,20,0,5,5,25,0,50,1000,2,15,No,0
NorfolkIsland,8,10,0,0,5,25,25,50,1000,2,15,No,0
NorfolkIsland,16,20,0,0,5,50,25,75,1000,6,15,No,0
NorfolkIsland,16,20,0,5,5,50,25,50,1000,4,15,No,1
Sydney,8,10,0,0,0,25,0,50,1000,6,15,No,1
Melbourne,8,20,0,10,10,50,25,25,1000,2,15,No,1
NorfolkIsland,16,20,0,0,0,50,25,75,1000,8,15,Yes,1
Sydney,8,10,0,0,0,50,0,75,1000,8,0,No,1
Sydney,8,10,0,0,5,0,0,25,1025,6,15,No,0
Sydney,8,20,0,0,0,25,0,50,1000,6,15,Yes,0
Sydney,8,10,0,0,0,50,0,75,1000,8,0,Yes,1
NorfolkIsland,8,10,0,0,5,25,25,50,1025,0,15,No,0
Portland,8,20,0,0,0,25,0,75,1000,8,15,Yes,1
NorfolkIsland,8,10,0,0,5,25,25,25,1000,0,15,No,0
NorfolkIsland,8,20,0,5,5,50,25,50,1000,4,15,Yes,1
Sydney,8,20,0,0,5,50,0,25,1000,0,15,No,0
NorfolkIsland,16,20,0,0,5,25,0,75,1000,4,15,Yes,0
Darwin,16,30,0,5,5,25,0,50,1000,4,30,Yes,0
Sydney,8,20,0,0,5,50,25,25,1000,6,15,No,0
Portland,8,10,0,5,5,50,0,75,1000,8,0,No,0
Darwin,16,30,0,5,10,25,25,50,1000,6,30,No,0
Melbourne,0,10,0,0,5,25,0,50,1000,6,15,Yes,0
Darwin,16,30,0,5,5,50,0,25,1000,0,30,Yes,1
Portland,8,10,0,0,10,25,0,25,1000,4,0,No,0
NorfolkIsland,16,20,0,0,10,25,0,50,1000,0,15,No,1
Portland,0,10,0,0,5,25,0,50,1000,4,0,No,1
NorfolkIsland,8,10,0,0,0,25,0,25,1000,8,15,No,0
Portland,8,10,0,0,5,25,0,50,1000,4,15,No,0
Darwin,24,30,0,5,10,50,25,50,1000,2,30,No,1
Sydney,8,10,0,0,5,50,25,25,1000,0,15,No,0
Darwin,24,30,0,5,5,25,0,50,1000,4,30,No,0
Melbourne,8,10,0,0,0,50,25,25,1000,6,15,No,0
NorfolkIsland,8,10,0,0,5,25,0,75,1000,6,15,No,1
Darwin,24,30,0,5,10,25,0,50,1000,0,30,No,0
Melbourne,0,10,0,0,0,50,25,50,1000,6,0,Yes,1
Sydney,16,20,0,5,5,50,0,50,1000,4,15,No,1
NorfolkIsland,16,20,0,5,5,50,25,50,1000,2,15,No,0
Portland,8,10,0,0,5,25,25,50,1000,6,15,No,0
Sydney,8,20,0,5,5,25,0,0,1000,2,15,No,0
Darwin,16,20,0,10,5,25,0,25,1000,2,15,No,0
Melbourne,8,10,0,0,5,25,25,25,1000,2,15,No,0
NorfolkIsland,16,20,0,5,5,25,0,50,1000,6,15,No,0
Sydney,16,20,0,10,0,50,25,75,1000,8,15,No,1
Darwin,24,30,0,5,5,25,25,50,1000,6,30,No,0
Darwin,24,30,0,0,10,25,0,25,1000,6,30,No,0
Sydney,16,20,0,5,10,25,0,0,1000,0,15,No,0
Portland,8,10,0,0,0,25,0,75,1000,8,0,Yes,1
Portland,0,10,0,0,5,25,0,50,1000,6,0,Yes,0
Darwin,16,20,0,0,0,50,0,75,1000,8,15,Yes,1
Darwin,16,30,0,5,10,25,0,25,1000,2,30,No,0
Melbourne,8,10,0,0,0,25,0,50,1025,6,0,Yes,0
Sydney,8,20,0,5,10,25,0,50,1000,0,15,No,0
NorfolkIsland,16,20,0,0,0,50,25,75,1000,6,15,No,1
Darwin,16,30,0,5,10,25,0,50,1000,0,15,No,0
Darwin,24,30,0,5,10,50,0,50,1000,6,30,Yes,1
Sydney,16,20,0,0,10,50,25,50,1000,2,15,No,0
Melbourne,8,10,0,0,0,50,0,50,1000,6,0,No,0
Melbourne,8,20,0,5,5,25,0,50,1000,6,15,No,0
Darwin,24,30,0,0,5,25,0,25,1000,6,30,No,0
Darwin,16,30,0,0,10,25,0,50,1000,2,15,No,0
NorfolkIsland,16,20,0,5,5,25,0,50,1000,6,15,No,1
Melbourne,8,20,0,5,5,50,25,25,1000,4,15,Yes,0
Melbourne,8,10,0,0,0,0,0,75,1000,8,0,Yes,1
NorfolkIsland,16,20,0,5,10,25,0,50,1000,2,15,No,0
NorfolkIsland,8,20,0,0,5,25,0,50,1000,6,15,Yes,1
NorfolkIsland,16,20,0,5,5,25,0,50,1000,4,15,No,0
Melbourne,8,20,0,0,10,25,0,25,1000,0,15,No,0
Melbourne,0,10,0,0,0,25,0,50,1025,6,0,No,0
Sydney,8,10,0,0,5,25,25,25,1000,2,15,No,0
Darwin,16,30,25,0,5,25,0,50,1000,6,30,Yes,1
Sydney,8,20,0,0,5,25,25,50,1000,6,15,No,0
Melbourne,8,10,0,5,5,50,25,50,1000,6,15,Yes,0
NorfolkIsland,16,20,0,0,5,25,0,50,1000,2,15,Yes,1
Sydney,8,10,0,0,0,25,0,50,1000,6,15,No,0
Melbourne,8,20,0,5,5,50,25,25,1000,4,15,No,1
Darwin,16,20,25,10,0,25,25,75,1000,6,15,Yes,1
Portland,0,10,0,0,5,50,25,50,1000,6,0,Yes,1
Sydney,16,20,0,5,5,50,25,50,1000,2,15,No,0
NorfolkIsland,16,20,0,0,0,50,0,75,1000,8,15,Yes,1
Portland,8,10,0,0,0,25,0,50,1000,8,15,Yes,1
Portland,8,20,0,0,0,50,0,25,1000,4,15,No,1
Darwin,24,30,0,5,5,25,0,50,1000,6,30,Yes,0
Portland,8,10,0,0,10,25,0,50,1000,6,15,Yes,0
NorfolkIsland,16,20,0,5,5,25,0,50,1000,2,15,No,0
Melbourne,0,10,0,0,5,50,25,25,1000,4,0,No,0
NorfolkIsland,16,20,0,5,5,50,25,50,1000,2,15,Yes,0
Darwin,24,30,0,5,5,25,0,50,1000,6,30,No,0
Portland,16,10,0,5,10,25,0,50,1000,4,15,No,0
Sydney,16,20,0,5,10,25,25,50,1000,0,15,No,0
NorfolkIsland,16,20,0,5,0,25,0,50,1000,6,15,No,0
Melbourne,16,30,0,5,10,50,0,0,1000,0,30,No,0
NorfolkIsland,16,20,0,5,0,75,25,75,1000,8,15,No,1
Portland,0,10,0,0,5,50,0,50,975,4,15,Yes,1
Darwin,24,30,0,5,5,50,0,75,1000,6,15,Yes,1
NorfolkIsland,16,20,0,5,5,25,0,50,1000,4,15,No,0
Darwin,16,30,25,0,0,25,0,75,1000,8,15,Yes,1
Darwin,16,30,0,5,10,25,0,0,1000,0,15,No,0
Darwin,16,30,0,5,5,25,25,50,1000,0,30,No,0
NorfolkIsland,8,10,0,0,0,25,0,75,1000,6,15,Yes,0
Darwin,8,20,0,5,5,25,0,0,1000,4,15,No,0
Portland,8,10,0,0,0,25,0,50,1000,2,0,Yes,1
Darwin,16,30,0,5,5,25,0,50,1000,6,15,No,0
NorfolkIsland,8,20,0,0,5,25,25,50,1000,2,15,Yes,0
Darwin,16,30,50,5,5,50,0,50,1000,6,30,Yes,1
Darwin,24,30,0,5,5,25,25,50,1000,6,30,No,0
NorfolkIsland,8,10,0,0,5,25,0,50,1025,4,15,No,0
Darwin,16,30,25,5,5,25,0,50,1000,6,30,Yes,1
Sydney,8,20,0,0,10,25,0,25,1000,0,15,Yes,0
Portland,0,10,0,0,5,25,0,50,1025,8,0,No,1
NorfolkIsland,8,10,0,0,0,0,0,50,1025,6,15,No,0
Darwin,24,30,0,5,5,25,0,25,1000,6,30,No,0
Darwin,16,30,0,0,10,25,0,50,1000,0,30,No,1
NorfolkIsland,8,20,0,0,10,25,0,50,1000,0,15,No,1
Portland,0,10,0,0,0,0,0,50,1000,8,0,Yes,1
NorfolkIsland,8,10,0,5,5,50,25,50,1000,6,15,No,1
Melbourne,16,20,0,0,0,50,25,25,1000,6,15,Yes,0
Melbourne,8,10,0,0,5,50,25,50,1000,6,0,Yes,1
Darwin,24,30,0,0,0,25,0,75,1000,8,15,Yes,1
NorfolkIsland,8,10,0,0,5,50,25,50,1000,2,15,Yes,1
Portland,8,10,0,0,0,50,0,75,1000,8,15,Yes,1
Melbourne,8,10,0,0,0,25,0,75,1000,6,0,No,1
Darwin,24,30,0,0,5,50,0,75,1000,6,15,Yes,1
Darwin,24,30,0,5,5,25,0,50,1000,8,30,No,0
Sydney,16,20,0,5,10,25,25,50,1000,0,15,No,0
Darwin,16,30,0,5,10,25,0,25,1000,0,30,No,0
Melbourne,8,20,0,0,10,25,0,25,1000,2,15,No,0
Darwin,16,30,0,5,10,50,25,0,1000,0,30,No,0
NorfolkIsland,16,20,0,0,5,50,0,75,1000,4,15,Yes,1
Sydney,16,20,25,5,0,50,25,75,1000,8,15,Yes,1
NorfolkIsland,16,20,0,5,5,50,25,25,1000,2,15,No,0
Darwin,16,30,0,5,5,25,0,25,1000,6,30,No,0
NorfolkIsland,8,10,0,5,10,25,25,50,1000,2,15,No,0
Melbourne,8,10,0,0,0,50,0,50,1000,6,15,No,0
Sydney,16,20,0,5,0,50,0,50,1000,6,15,Yes,1
NorfolkIsland,16,20,0,5,10,25,0,50,1000,0,15,No,0
Sydney,8,20,0,0,0,25,0,50,1025,6,15,No,0
Darwin,16,30,0,5,10,25,0,50,1000,6,30,No,0
NorfolkIsland,8,20,0,0,5,50,25,50,1000,2,15,No,1
Darwin,24,30,0,5,5,25,0,25,1000,4,30,No,0
Sydney,16,20,0,0,10,25,0,50,1000,0,15,No,0
Darwin,24,30,0,0,5,25,0,75,1000,6,15,No,1
NorfolkIsland,16,20,0,0,5,25,0,75,1000,2,15,Yes,1
NorfolkIsland,8,20,0,0,5,50,25,75,1000,0,15,No,0
Portland,8,10,0,0,10,25,0,50,1000,6,15,Yes,0
Portland,0,10,0,0,5,75,25,50,1000,6,0,Yes,1
Melbourne,8,20,0,0,10,50,25,25,1000,6,15,Yes,0
NorfolkIsland,16,20,25,5,5,25,0,50,1000,6,15,Yes,0
Melbourne,8,10,0,5,5,25,0,50,1000,4,15,No,0
Darwin,24,30,0,5,5,25,0,50,1000,6,30,Yes,1
Melbourne,8,10,0,5,0,25,25,50,1000,8,15,Yes,0
Sydney,16,20,0,5,0,25,0,75,1000,8,15,Yes,1
Sydney,8,20,0,5,5,25,0,25,1000,6,15,No,0
Portland,8,10,0,0,0,25,0,75,1000,8,0,No,0
Portland,8,10,0,0,0,25,0,50,1000,0,15,Yes,0
NorfolkIsland,16,20,0,0,5,25,0,75,1000,6,15,No,0
Portland,0,10,0,0,0,25,0,50,1025,8,0,No,0
Darwin,16,20,0,5,10,25,0,25,1000,0,15,No,0
Portland,0,10,0,5,10,25,0,50,1000,2,15,No,0
Darwin,16,30,0,5,5,25,0,25,1000,0,30,No,0
Portland,0,20,0,0,5,25,0,25,1000,2,15,No,0
NorfolkIsland,16,20,0,0,5,25,0,50,1000,0,15,No,0
Darwin,24,30,25,0,0,25,0,75,1000,6,15,Yes,1
Sydney,16,20,25,5,0,25,0,75,1000,8,15,Yes,1
Melbourne,8,10,0,0,5,25,0,50,1025,4,0,Yes,1
Sydney,16,20,0,0,0,25,25,50,1000,6,15,No,0
Melbourne,16,30,0,0,10,25,0,25,1000,6,15,No,0
NorfolkIsland,16,20,0,0,5,50,25,50,1000,2,15,Yes,1
Melbourne,8,10,0,0,0,25,0,25,1000,6,15,No,0
Melbourne,8,10,0,0,5,25,0,25,1000,6,15,No,0
Sydney,8,20,0,0,5,25,0,50,1025,2,15,No,0
Darwin,24,30,0,0,0,25,0,50,1000,6,15,Yes,1
Portland,8,10,0,10,10,50,25,50,1000,2,15,No,0
Melbourne,16,20,0,0,5,25,0,25,1000,6,15,Yes,0
NorfolkIsland,16,10,0,0,0,50,0,75,1000,8,15,Yes,1
Darwin,16,30,0,0,10,50,25,0,1000,6,30,No,0
Sydney,16,30,0,10,10,25,0,50,1000,4,15,No,0
Darwin,24,20,0,10,0,50,0,75,1000,8,15,Yes,1
Portland,8,20,0,5,10,25,0,50,1000,0,15,No,0
Portland,8,20,0,5,5,25,0,75,1000,8,15,No,0
Portland,16,30,0,5,5,25,0,50,1000,4,15,No,0
Sydney,16,20,0,5,5,25,0,50,1000,6,15,Yes,1
Sydney,8,10,0,0,5,50,25,25,1000,2,0,No,0
Sydney,8,10,0,0,0,25,0,75,1000,6,15,Yes,1
Darwin,24,30,0,0,5,25,0,25,1000,6,30,No,0
Sydney,16,20,0,5,5,25,25,50,1000,6,15,No,0
Melbourne,16,30,0,0,5,50,25,25,975,4,30,No,0
Portland,8,10,0,0,5,25,0,50,1000,8,0,Yes,0
Darwin,16,30,0,5,10,25,0,25,1000,6,30,No,0
Melbourne,16,20,0,0,5,25,0,50,1000,6,15,No,0
NorfolkIsland,8,10,0,0,10,50,25,50,1000,2,15,No,0
Darwin,8,30,0,5,10,25,0,25,1000,0,15,No,0
NorfolkIsland,8,10,0,0,5,25,0,50,1000,2,15,Yes,0
Sydney,16,20,0,5,5,25,0,50,1000,6,15,Yes,1
Darwin,16,30,0,5,10,25,0,25,1000,0,30,No,0
Darwin,16,20,25,5,0,25,0,75,1000,8,15,Yes,1
NorfolkIsland,8,10,0,5,0,25,0,50,1000,6,15,No,0
NorfolkIsland,16,10,0,0,0,25,0,75,1000,8,15,Yes,1
Sydney,8,10,0,5,0,75,0,25,1000,6,15,Yes,1
Portland,8,10,0,0,0,25,0,75,1025,8,0,Yes,0
Sydney,0,10,0,0,0,25,0,50,1025,6,15,No,1
Portland,0,10,0,0,5,25,0,50,1000,6,15,No,0
Darwin,24,30,0,5,5,25,0,25,1000,0,30,No,0
Sydney,16,20,0,5,10,25,25,50,1000,0,15,No,0
Portland,8,30,0,10,10,25,0,0,1000,0,30,No,0
Darwin,24,30,0,5,10,25,25,50,1000,0,30,No,0
Darwin,24,30,0,5,5,50,0,50,1000,6,30,No,1
NorfolkIsland,16,20,0,0,5,25,25,50,1000,2,15,No,0
Melbourne,8,10,0,0,0,0,0,50,1000,6,15,Yes,0
Sydney,8,10,0,0,5,25,0,25,1000,2,15,No,0
Darwin,24,30,0,5,10,25,25,50,1000,2,30,No,0
Darwin,24,30,0,5,10,25,0,25,1000,4,30,No,1
Darwin,24,30,0,5,5,25,0,50,1000,6,30,No,1
Melbourne,8,10,0,5,5,50,25,50,1000,6,15,No,1
Melbourne,0,10,0,0,0,0,0,50,1000,6,0,No,1
Darwin,24,30,0,5,5,25,0,50,1000,4,30,No,0
Darwin,24,30,0,5,0,25,0,75,1000,8,15,No,1
Portland,0,0,0,0,5,75,0,50,1000,8,0,Yes,1
Darwin,16,30,0,5,10,25,0,25,1000,2,15,No,0
NorfolkIsland,16,20,0,5,0,25,25,50,1000,6,15,No,1
Sydney,0,10,0,0,5,50,0,25,1000,0,15,No,1
Darwin,24,30,0,0,5,25,0,25,1000,6,30,No,1
Darwin,16,30,0,5,10,25,0,0,1000,2,30,No,0
NorfolkIsland,16,20,0,0,0,25,0,75,1000,8,15,No,1
NorfolkIsland,8,10,0,0,5,25,0,50,1000,2,15,No,1
Darwin,16,30,0,5,10,25,0,25,1000,0,30,No,0
Portland,0,10,0,0,10,25,0,25,1025,0,15,No,0
Portland,0,10,0,0,0,50,0,50,1000,6,0,Yes,1
Sydney,8,20,0,0,5,25,0,25,1025,2,15,Yes,0
Darwin,24,30,0,5,10,25,0,25,1000,2,30,No,0
NorfolkIsland,8,20,0,0,5,25,25,50,1000,4,15,No,1
NorfolkIsland,16,20,0,5,5,25,25,50,1000,6,15,No,0
NorfolkIsland,16,20,0,5,5,25,0,75,1000,6,15,No,1
NorfolkIsland,16,20,0,0,5,25,0,50,1000,6,15,No,0
Sydney,0,10,0,0,5,25,0,25,1000,0,15,Yes,0
Sydney,16,20,0,0,10,25,0,50,1000,6,15,Yes,0
Melbourne,0,10,0,0,0,50,25,50,975,6,0,Yes,0
Melbourne,8,20,0,0,10,25,0,25,1000,0,15,No,0
Sydney,8,20,0,5,5,50,25,25,1000,2,15,No,0
Sydney,0,10,0,0,0,25,0,50,1000,6,15,No,0
Sydney,16,20,0,5,10,25,0,50,1000,4,15,No,0
Sydney,0,10,0,0,5,25,0,25,1000,6,0,No,0
Portland,0,10,0,0,0,25,25,50,1000,4,0,No,0
Sydney,8,20,0,5,5,25,0,25,1000,6,15,No,0
Darwin,16,30,0,5,10,25,0,25,1000,2,30,No,0
Darwin,24,30,0,5,5,50,0,50,1000,4,30,No,0
Melbourne,8,20,0,5,10,25,0,25,1000,0,15,No,0
Darwin,16,30,0,5,10,25,0,50,1000,2,15,No,0
NorfolkIsland,16,20,0,5,0,50,25,50,1000,6,15,Yes,1
Melbourne,8,10,0,5,0,25,0,50,1000,6,0,Yes,1
Darwin,24,30,0,5,10,25,0,50,1000,2,30,Yes,0
Portland,8,10,0,5,10,25,0,50,1000,2,15,No,0
Melbourne,0,10,0,0,5,25,0,25,1000,6,15,No,0
Melbourne,8,10,0,0,0,25,0,25,1000,6,15,No,0
NorfolkIsland,8,10,0,0,10,25,25,50,1000,0,15,No,0
Melbourne,8,10,0,0,0,50,25,25,1000,8,15,No,0
Darwin,16,30,0,0,10,25,0,25,1000,2,30,No,0
Sydney,16,20,0,0,0,50,0,75,1000,6,15,Yes,1
Portland,16,20,50,0,5,25,25,75,975,8,15,Yes,0
Melbourne,8,20,0,5,10,50,25,25,1000,6,15,Yes,0
Sydney,8,20,0,5,0,25,0,75,1000,6,15,Yes,1
NorfolkIsland,8,10,0,0,0,25,0,75,1025,6,15,No,1
NorfolkIsland,8,10,0,5,5,50,25,25,1000,2,15,No,0
Melbourne,16,20,0,10,0,50,25,50,1000,6,15,No,0
NorfolkIsland,16,20,0,0,5,25,25,50,1000,4,15,Yes,0
NorfolkIsland,16,20,0,0,0,50,0,75,1000,6,15,Yes,1
NorfolkIsland,16,20,0,0,5,25,0,75,1000,4,15,Yes,0
Darwin,16,20,0,5,10,50,0,25,1000,6,15,No,0
Darwin,16,30,0,5,5,25,0,25,1000,4,30,No,0
Melbourne,24,40,0,5,5,50,25,50,1000,2,15,No,0
Darwin,24,30,0,0,0,25,0,50,1000,6,30,Yes,1
NorfolkIsland,16,20,0,0,5,25,25,75,1000,6,15,Yes,0
Sydney,16,20,0,5,5,25,25,50,1000,2,15,No,0
Darwin,24,30,0,5,5,25,25,25,1000,2,30,No,0
NorfolkIsland,16,20,0,5,5,50,25,50,1000,4,15,No,0
Melbourne,8,10,0,0,5,50,25,50,1000,6,0,No,0
Portland,0,10,0,0,5,25,0,50,1000,4,0,Yes,0
Darwin,16,30,0,5,10,25,0,25,1000,0,30,No,0
Darwin,16,30,0,5,10,0,0,50,1000,2,30,Yes,0
Melbourne,8,10,0,0,0,50,0,50,1000,4,0,Yes,1
NorfolkIsland,8,10,0,0,10,0,0,50,1000,2,15,No,0
Darwin,24,30,0,5,10,25,0,25,1000,0,30,No,0
Darwin,16,30,0,5,10,25,0,25,1000,2,30,No,0
Melbourne,16,30,0,5,5,50,25,25,1000,6,30,No,1
Portland,8,10,0,0,0,25,0,75,1000,6,0,No,1
Portland,8,10,0,0,5,25,25,50,1000,8,15,No,0
Darwin,16,30,0,5,10,50,25,25,1000,0,30,No,0
Melbourne,16,20,0,0,5,25,0,50,1000,2,15,Yes,0
Sydney,8,20,0,5,10,25,0,50,1000,0,15,No,0
Melbourne,16,20,0,5,10,25,0,50,1000,0,15,No,0
NorfolkIsland,16,20,0,5,10,25,0,75,1000,4,15,No,0
Sydney,0,10,0,0,0,25,0,75,1000,6,0,Yes,1
Darwin,24,30,0,5,10,25,0,25,1000,6,30,No,0
Sydney,16,20,0,5,5,25,0,25,1000,4,15,No,0
